source_paper,star_name,normalized_name,age_gyr,age_err_lo_gyr,age_err_hi_gyr,prot_days,query_name,simbad_found,simbad_main_id,simbad_ra_deg,simbad_dec_deg,simbad_ids,simbad_status,gaia_dr3_source_id_from_simbad,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,ebpminrp_gspphot,g_rp,bp_rp_0,ruwe_flag
Engle_2024,UCAC4 678-130516,UCAC4 678-130516,,,,6.85,UCAC4 678-130516,True,PM J23116+4532,347.91143783019,45.54041582403,TIC 173462284|Gaia DR3 1941126622803033984|1RXS J231137.9+453240|HAT 161-03953|2MASS J23113873+4532255|UCAC4 678-130516|PM J23116+4532|Gaia DR2 1941126622803033984,ok,1.941126622803034e+18,1.941126622803034e+18,347.91176908037005,45.54039730754014,13.234145183462353,0.013381511,52.20234433022563,-4.166332247485421,12.042918,12.899901,11.126572,1.7733297,1.2563899,,0.91634655,,True
Engle_2024,TYC 2703-706-1,TYC 2703-706-1,,,,7.8,TYC 2703-706-1,True,StKM 1-1877,319.64065536103,30.24294972895,TIC 117225312|StKM 1-1877|Gaia DR3 1851787179879007232|2MASS J21183375+3014346|1RXS J211833.8+301434|TYC 2703-706-1|GSC 02703-00706|UCAC2  42498025|UCAC3 241-279221|[SLS2012] PYC J21185+3014|UCAC4 602-125261|PM J21185+3014|Gaia DR1 1851787175581553152|Gaia DR2 1851787179879007232,ok,1.8517871798790072e+18,1.8517871798790072e+18,319.6409607077273,30.242849978138164,26.759009658101565,0.017548015,59.35292938026393,-22.444229855352216,10.937753,11.932399,9.945482,1.9869165,1.17442,,0.99227047,,False
Engle_2024,UCAC4 666-047939,UCAC4 666-047939,,,,7.85,UCAC4 666-047939,True,PM J06397+4303,99.94399369659,43.05159386599,TIC 274216682|LAMOST J063946.55+430304.5|Gaia DR3 964064748856974464|1RXS J063947.9+430309|HAT 133-02818|2MASS J06394655+4303056|[SLS2012] PYC J06397+4303|UCAC4 666-047939|PM J06397+4303|Gaia DR2 964064748856974464,ok,9.640647488569743e+17,9.640647488569743e+17,99.94395601652042,43.051081665568205,16.22459426506625,0.065669954,-6.195174770163102,-115.24427436513808,12.624192,13.942026,11.480688,2.461338,5.4592376,,1.1435041,,True
Engle_2024,EPIC 202059204,EPIC 202059204,,,,7.89,EPIC 202059204,True,PM J06262+2349,96.56057251184,23.827378088549995,TIC 430213846|WISEA J062614.52+234937.1|Gaia DR3 3383405537340380416|1RXS J062614.2+234942|2MASS J06261453+2349384|UCAC3 228-60963|UCAC4 570-028510|WISE J062614.52+234937.2|EPIC 202059204|PM J06262+2349|Gaia DR2 3383405537340380416,ok,3.38340553734038e+18,3.38340553734038e+18,96.56052009713102,23.826772599036275,36.33929974573389,0.023231208,-10.788024188896369,-136.23384494983307,10.9956455,12.08765,9.955789,2.1318617,1.0708205,0.0009,1.0398569,2.1309617,False
Engle_2024,1RXS J051125.0+265849,1RXS J051125.0+265849,,,,8.09,1RXS J051125.0+265849,True,ZTF J051126.17+265845.8,77.85909543742,26.97946742959,TIC 69987687|ZTF J051126.17+265845.8|Gaia DR3 3421775057173721600|1RXS J051125.0+265849|HAT 217-09345|2MASS J05112618+2658461|Gaia DR2 3421775057173210112,ok,3.4217750571737216e+18,3.4217750571737216e+18,77.85906994806096,26.97938412245807,5.688264173809042,0.36417848,-5.1109439978645455,-18.744086549876663,13.283457,14.320362,12.11613,2.2042322,25.129827,,1.1673269,,True
Engle_2024,UCAC4 729-006249,UCAC4 729-006249,,,,8.35,UCAC4 729-006249,True,PM J00365+5537,9.14318641685,55.62672753579999,TIC 453011250|AP J00363436+5537360|LAMOST J003634.36+553736.2|Gaia DR3 418582156851693824|1RXS J003633.7+553728|HAT  87-02547|2MASS J00363436+5537360|UCAC4 729-006249|PM J00365+5537|Gaia DR2 418582156851693824,ok,4.185821568516938e+17,4.185821568516938e+17,9.143620105279684,55.62668356544695,22.928541492467755,0.0190501,55.09185757018877,-9.89350222192405,11.322371,12.254256,10.366407,1.8878489,1.1092676,,0.95596313,,False
Engle_2024,TYC 3425-1133-1,TYC 3425-1133-1,,,,8.35,TYC 3425-1133-1,True,PM J09190+4610,139.75369756034,46.18209273753,TIC 56933779|Gaia DR3 819071050989217792|1RXS J091901.0+461059|RX J0919.0+4610|HAT 138-00431|2MASS J09190091+4610555|TYC 3425-1133-1|[ZEH2003] RX J0919.0+4610  2|BPS BS 16926-0069|Gaia DR1 819071050989217792|Gaia DR2 819071050989217792|PM J09190+4610,ok,8.190710509892178e+17,8.190710509892178e+17,139.7527279078717,46.18199791463232,33.39146309471681,0.025434533,-151.05512000748868,-21.336044706054167,11.151594,12.253352,10.105474,2.1478777,1.2761805,,1.0461197,,True
Engle_2024,2MASS J21154192+1746242,2MASS J21154192+1746242,,,,9.02,2MASS J21154192+1746242,True,2MASS J21154192+1746242,318.92470071263995,17.773431155179995,TIC 372854410|Gaia DR3 1785074513721959552|2MASS J21154192+1746242|1RXS J211541.8+174627|HAT 343-02795|Gaia DR2 1785074513721959552,ok,1.7850745137219594e+18,1.7850745137219594e+18,318.9249753568837,17.773430267425596,13.94685799140304,0.4001569,58.84554584569676,-0.1997879786190144,12.2495365,13.298705,11.206197,2.0925083,28.173262,0.2243,1.0433397,1.8682083,True
Engle_2024,UCAC4 643-115616,UCAC4 643-115616,,,,9.65,UCAC4 643-115616,True,LSPM J2157+3826,329.25876630078994,38.4420846242,TIC 256786722|Gaia DR3 1950040638449191424|2MASS J21570210+3826315|USNO-B1.0 1284-00498137|LSPM J2157+3826|1RXS J215701.9+382637|HAT 203-04199|UCAC4 643-115616|PM J21570+3826|Gaia DR2 1950040638449191424,ok,1.950040638449192e+18,1.950040638449192e+18,329.25991826256114,38.44229184349107,13.352887595673884,0.012950325,203.0082942649379,46.623071102536166,11.979858,12.80361,11.081624,1.7219858,1.2507414,,0.89823437,,True
Engle_2024,CK Ari,CK Ari,,,,9.7,CK Ari,True,V* CK Ari,51.80976310294,27.38574259166,TIC 405415381|HIP 16090|Gaia DR3 117990177621007744|TYC 1805-940-1|PM J03272+2723|UCAC4 587-008209|2MASS J03271433+2723087|HIC  16090|LP  300-3|NLTT 10933|1RXS J032714.9+272318|1SWASP J032714.41+272309.1|V* CK Ari|HAT 213-00700|Gaia DR2 117990177621007744,ok,1.1799017762100774e+17,1.1799017762100774e+17,51.80925387706472,27.385490683825704,32.96413849844113,0.020623093,-101.73524086347182,-56.67944070581564,10.894056,11.923955,9.888493,2.0354624,1.2067317,0.0002,1.0055637,2.0352623,True
Engle_2024,UCAC4 654-053944,UCAC4 654-053944,,,,10.08,UCAC4 654-053944,True,LSPM J1224+4043,186.20117229515,40.7270233683,AP J12244831+4043373|Gaia DR3 1533184169394818304|2MASS J12244831+4043373|LSPM J1224+4043|USNO-B1.0 1307-00225465|1RXS J122449.5+404346|HAT 185-00390|UCAC4 654-053944|PM J12248+4043|TIC 10201961|Gaia DR2 1533184169394818304,ok,1.5331841693948183e+18,1.5331841693948183e+18,186.2002116588868,40.726978365290606,21.59797851111663,0.032043472,-163.7995965795805,-10.12660548445862,11.271945,12.183311,10.3205805,1.862731,1.459928,,0.9513645,,True
Engle_2024,UCAC4 669-046011,UCAC4 669-046011,,,,10.35,UCAC4 669-046011,True,PM J06233+4344,95.84272873802,43.74178180121001,TIC 189942913|Gaia DR3 962092607249662592|HAT 133-02952|2MASS J06232224+4344305|UCAC4 669-046011|PM J06233+4344|Gaia DR2 962092607249662592,ok,9.620926072496626e+17,9.620926072496626e+17,95.84284877880158,43.74141001481567,17.87828398271926,0.10983585,19.51297796429976,-83.65128563383661,12.528999,13.724881,11.441647,2.2832346,7.2904096,,1.0873528,,True
Engle_2024,TYC 3483-856-1,TYC 3483-856-1,,,,10.54,TYC 3483-856-1,True,RX J1532.6+4653,233.15567490456,46.8846653615,TIC 116486054|Gaia DR3 1401005829306968064|BPS BS 17446-0057|2MASS J15323737+4653048|[ZEH2003] RX J1532.6+4653  1|TYC 3483-856-1|1RXS J153237.8+465310|RX J1532.6+4653|HAT 148-00280|WISEA J153237.24+465304.6|UCAC2  47540993|UCAC4 685-055828|Gaia DR1 1401005825010436736|Gaia DR2 1401005829306968064|PM J15326+4653,ok,1.401005829306968e+18,1.401005829306968e+18,233.1548725255392,46.88462090247825,38.11223872878805,0.01344942,-123.39172400344032,-10.00402658965643,10.712126,11.778458,9.684699,2.0937586,1.2103418,,1.0274267,,True
Engle_2024,EPIC 210741091,EPIC 210741091,,,,10.95,EPIC 210741091,True,HG 7-204,66.31067946954,18.973584363280004,TIC 17409372|AP J04251456+1858250|GALAH 151008004001343|Gaia DR3 47917816253918720|Cl* Melotte   25   PELS      40|Cl* Melotte   25   REID     216|HG 7-204|LP  415-794|2MASS J04251456+1858250|EPIC 210741091|[RSP2011] 303|UCAC4 545-009520|PM J04252+1858|Gaia DR2 47917816253918720,ok,4.791781625391872e+16,4.791781625391872e+16,66.31113667576857,18.973455972926324,18.569708027172418,0.03217943,97.28108105716188,-28.88760750152069,11.957183,12.925601,10.876818,2.0487833,2.0377967,,1.0803652,,True
Engle_2024,EPIC 210707811,EPIC 210707811,,,,11.77,EPIC 210707811,True,HG 7-152,64.46097254772,18.4751903315,TIC 17150050|AP J04175061+1828307|Gaia DR3 47729215646206080|2MASS J04175061+1828307|EPIC 210707811|UCAC4 543-009049|PM J04178+1828|[RSP2011] 208|Gaia DR2 47729215646206080|Cl* Melotte   25   REID     140|GEN# +5.20257152|HG 7-152|HG 8-73|LP  414-162|UBV M  41498|Cl Melotte   25   250,ok,4.772921564620608e+16,4.772921564620608e+16,64.46150286122511,18.47505354496004,21.64021425359963,0.05619019,113.17087381270306,-30.77713833776765,12.703422,14.200756,11.500916,2.6998405,2.711683,,1.2025061,,True
Engle_2024,GJ 3367,GJ 3367,,,,12.05,GJ 3367,True,VSS   VI-20,86.82486434197,-0.0135518314,TIC 176469654|StKM 1-578|Gaia DR3 3219132482897057152|TYC 4768-147-1|VSS   VI-20|2MASS J05471796-0000487|[RHG95]   971|1RXS J054717.8-000040|RX J0547.3-0000|GJ 3367|ASAS J054717-0000.6|UCAC4 450-012105|PM J05472-0000|Gaia DR1 3219132482897057152|Gaia DR2 3219132482897057152,ok,3.2191324828970573e+18,3.2191324828970573e+18,86.82453154119679,-0.0138658465738423,38.55649750941488,0.017369715,-74.88078267259164,-70.65399028183498,10.206772,11.155877,9.242287,1.9135904,1.0528545,0.0017,0.96448517,1.9118904,False
Engle_2024,V2689 Ori,V2689 Ori,,,,12.29,V2689 Ori,True,V* V2689 Ori,84.12912707888,11.32786875939,TIC 436248822|MCC 464|StKM 2-419|GES J05363097+1119395|GJ 208|HIP 26335|Gaia DR3 3339921875389105152|2MASS J05363099+1119401|2RE J053634+111836|2RE J0536+111|AG+11  546|BD+11   878|CNS5 1393|GCRV 56437|GEN# +1.00245409|GSC 00709-00063|HD 245409|HIC  26335|PPM 121171|RE J053634+111834|RE J0536+111|SAO  94695|TYC  709-63-1|VVO  38|YZ  11  1712|[RHG95]   944|PLX 1281.01|1RXS J053632.0+111935|V* V2689 Ori|ASAS J053631+1119.7|IRAS 05336+1117|AKARI-IRC-V1 J0536309+111940|ASAS J053631+1119.5|UCAC4 507-012838|PM J05365+1119|Gaia DR1 3339921875389105152|WEB  5189|Gaia DR2 3339921875389105152|Karmn J05365+113|** TOK  255A|WDS J05365+1120A,ok,3.339921875389105e+18,3.339921875389105e+18,84.12911430605554,11.327618308646477,87.529739914385,0.02423139,-2.817815205717777,-56.34970439770736,8.195061,9.082688,7.266804,1.8158841,1.1343596,,0.9282565,,False
Engle_2024,BD+16 2708 (GJ 569 A),BD+16 2708,,,,13.68,BD+16 2708 (GJ 569 A),False,BD+16  2708,223.62181743337788,16.101054997244447,TIC 258105174|StKM 2-1089|GJ 569|HIP 72944|Gaia DR3 1187851653287128576|PLX 3372|LSPM J1454+1606|ASCC  871349|UCAC2  37549385|2MASS J14542923+1606039|USNO-B1.0 1061-00230223|2E  3349|BD+16  2708|DO 15122|G 136-28|GCRV 65111|GEN# +0.01602708|GSC 01478-00495|CNS5 3688|HIC  72944|MCC 157|NLTT 38745|RBS  1442|V* CE Boo|[GKL99] 308|[HFE83] 1058|[RHG95]  2358|PLX 3372.00|1RXS J145429.2+160610|2E 1452.1+1618|RX J1454.4+1606|[ZEH2003] RX J1454.4+1606  1|WISEA J145429.44+160603.0|WDS J14545+1606A|CCDM J14545+1606A|** FRT    1A|TYC 1478-495-1|GJ 569 A|UCAC4 531-055950|PM J14544+1606|WEB 12519|Gaia DR2 1187851653287128576|Karmn J14544+161ABC,ok,1.1878516532871283e+18,1.1878516532871286e+18,223.62310860272,16.100530964762918,100.52427049433877,0.0210066959261894,279.117449001282,-117.90818054053804,9.123367309570312,10.315930366516112,8.034248352050781,2.281682014465332,1.1933485269546509,0.0,1.0891189575195312,2.281682014465332,False
Engle_2024,StKM 1-1215,StKM 1-1215,,,,13.91,StKM 1-1215,True,StKM 1-1215,227.66288842308,33.68934785689,TIC 67833387|AP J15103911+3341218|StKM 1-1215|StKM 2-1126|Gaia DR3 1290392657450571008|TYC 2565-94-1|2XMM J151039.0+334121|SDSS J151039.05+334121.4|2MASS J15103911+3341218|HAT 235-00256|1RXS J151037.8+334121|GSC 02565-00094|WISEA J151038.99+334121.1|UCAC4 619-050372|PM J15106+3341|Gaia DR1 1290392653153859840|Gaia DR2 1290392657450571008,ok,1.290392657450571e+18,1.290392657450571e+18,227.662270358258,33.68914422588433,30.71353177337149,0.012746712,-115.71038038752803,-45.817593399552045,10.411062,11.292404,9.487696,1.8047085,1.1618264,,0.92336655,,False
Engle_2024,DS Leo (GJ 410),DS Leo,,,,14.52,DS Leo (GJ 410),False,V* DS Leo,165.65975842087,21.9671388926,GALEX J110238.4+215801|GJ 410|HIP 53985|Gaia DR3 3988689609004982912|PLX 2574|LSPM J1102+2158|AG+22 1213|BD+22  2302|DO 14329|GCRV 61798|GEN# +1.00095650|GSC 01436-00304|CNS5 2694|HD  95650|HIC  53985|MCC 129|PPM 100840|RBS   934|TYC 1436-304-1|UBV   10085|UBV M  16728|V* DS Leo|VVO 100|[GKL99] 231|[RHG95]  1717|2MASS J11023832+2158017|PLX 2574.00|1RXS J110238.1+215808|RX J1102.6+2158|[ZEH2003] RX J1102.6+2158  1|UCAC4 560-050274|PM J11026+2158|Gaia DR1 3988689604715309568|WEB  9766|Gaia DR2 3988689609004982912|Karmn J11026+219|TIC 97488127,ok,3.9886896090049833e+18,3.988689609004983e+18,165.660442631078,21.96690929052043,83.76419563486569,0.0203579142689704,142.77050015541252,-51.66078672242831,8.811088562011719,9.819595336914062,7.81390380859375,2.0056915283203125,1.1218639612197876,0.0003999999898951,0.9971847534179688,2.0052915283304173,False
Engle_2024,1RXS J133332.0+364153,1RXS J133332.0+364153,,,,15.36,1RXS J133332.0+364153,True,2MASS J13333291+3641448,203.38709111904,36.69580821206999,Gaia DR3 1475079309195354880|1RXS J133332.0+364153|HAT 187-01674|2MASS J13333291+3641448|TIC 22790629|Gaia DR2 1475079309195354880,ok,1.475079309195355e+18,1.475079309195355e+18,203.3867911195119,36.695763805647296,8.600569205131114,0.12716743,-54.12279679884083,-9.991544029431186,13.161207,14.15399,12.150093,2.0038967,11.507676,,1.0111141,,True
Engle_2024,TYC 3142-1028-1,TYC 3142-1028-1,,,,15.65,TYC 3142-1028-1,True,LSPM J1921+4230,290.38374220077,42.51457972759,TIC 159310629|Gaia DR3 2101992694430576256|2MASS J19213210+4230520|USNO-B1.0 1325-00406920|LSPM J1921+4230|1RXS J192132.1+423041|HAT 154-01367|TYC 3142-1028-1|UCAC4 663-075100|PM J19215+4230|Gaia DR2 2101992694430576256,ok,2.101992694430576e+18,2.101992694430576e+18,290.38407222879454,42.515209619104674,31.47194002743817,0.20242548,54.73541827537156,141.7272803392939,11.176562,12.388435,10.074933,2.3135023,13.228264,,1.1016293,,True
Engle_2024,HD 11507,HD 11507,,,,15.8,HD 11507,True,HD  11507,28.204885664424165,-22.43485781850361,TIC 266680951|MCC 4|GJ 79|HIP 8768|Gaia DR3 5134635708766250752|PLX  392|Cl* Melotte   25    EGG      10|CNS5 483|1RXS J015249.0-222615|CD-23   693|CPD-23   215|Ci 18  251|Ci 20  132|G 272-114|G 274-109|GC  2280|GCRV  1049|GEN# +1.00011507|HD  11507|HIC   8768|IRAS 01504-2240|JP11   549|LFT  168|LHS  1307|LPM  89|LTT  1005|NLTT  6302|NSV 15399|PM 01504-2241|PPM 244400|SAO 167374|TYC 5858-74-1|UBV    1886|UGP  23|VVO 200|YZ 112   869|Zkh  35|[RHG95]   342|2MASS J01524908-2226055|PLX  392.00|[GKL99] 48|WISEA J015249.82-222605.4|UCAC4 338-002086|PM J01528-2226|Gaia DR1 5134635704470855936|WEB  1847|Gaia DR2 5134635708766250752,ok,5.134635708766251e+18,5.134635708766251e+18,28.208951776479687,-22.43486455959262,90.417087740951,0.021281939,845.6319915928295,-1.5052937240260984,8.186272,9.119309,7.2316756,1.8876338,0.9196096,,0.95459604,,False
Engle_2024,UCAC4 650-018148,UCAC4 650-018148,,,,16.14,UCAC4 650-018148,True,PM J04014+3952,60.35307273886,39.88191551512,TIC 251051564|Gaia DR3 226855435229242496|HAT 170-01891|2MASS J04012472+3952549|UCAC4 650-018148|PM J04014+3952|Gaia DR2 226855435229242496,ok,2.268554352292425e+17,2.268554352292425e+17,60.353708322117576,39.88156474676463,19.073092668488428,0.029446136,109.7383463574441,-78.92326924931768,11.695824,12.799614,10.6490135,2.1506004,1.7628814,,1.0468102,,True
Engle_2024,StKM 1-1407,StKM 1-1407,,,,16.15,StKM 1-1407,True,StKM 1-1407,252.78041699195,28.6003040508,TIC 258242214|StKM 1-1407|Gaia DR3 1308058064097405696|AP J16510730+2836010|TYC 2070-780-1|GSC 02070-00780|2MASS J16510730+2836010|1RXS J165107.2+283601|1SWASP J165107.29+283601.0|RX J1651.1+2836|[ZEH2003] RX J1651.1+2836  2|HAT 239-00649|UCAC4 594-054416|PM J16511+2836E|Gaia DR1 1308058059800582144|Gaia DR2 1308058064097405696,ok,1.3080580640974057e+18,1.3080580640974057e+18,252.7802932612634,28.60081505060694,27.82544564179853,0.05755399,-24.44296092436392,114.97733927916188,10.846678,11.807675,9.870769,1.9369068,4.4450736,,0.97590923,,True
Engle_2024,GJ 3942,GJ 3942,,,,16.3,GJ 3942,True,MCC 759,242.26308652619,52.94387687467,MCC 759|LAMOST J160903.09+525638.0|GJ 3942|HIP 79126|Gaia DR3 1428030622526979968|CNS5 3966|LSPM J1609+5256|TYC 3877-1000-1|ASCC  262192|USNO-B1.0 1429-00309462|AC +53  2527-109|HIC  79126|[RHG95]  2543|Gaia DR2 1428030622526979968|2MASS J16090309+5256379|UCAC4 715-054353|PM J16090+5256|TIC 162494287|Gaia DR1 1428030618230355712,ok,1.42803062252698e+18,1.42803062252698e+18,242.26459230624124,52.94415284692017,58.99709854203002,0.013271692,204.16399855722867,62.09277705950411,9.4123,10.396578,8.431186,1.9653921,1.1466008,0.0006,0.9811144,1.9647921,False
Engle_2024,GJ 685,GJ 685,,,,16.3,GJ 685,True,G 226-66,263.89366051766285,61.68156336491749,MCC 62|StKM 2-1331|GJ 685|HIP 86087|Gaia DR3 1439069444391326208|CNS5 4338|PLX 4017|LSPM J1735+6140|ASCC  135592|2MASS J17353445+6140540|USNO-B1.0 1516-00240422|AC +62 26749|AC +61 26806|CCDM J17351+6152C|CSI+61-17350|Ci 20 1051|G 226-66|G 227-9|G 240-61|GCRV 67251|GEN# +9.80226066|GEN# +6.10010685|HIC  86087|LFT 1361|LHS  3306|LTT 15224|NLTT 45156|TYC 4199-693-1|UBV M  42971|VVO 223|[RHG95]  2789|vMa 2-13|PLX 4017.00|2EUVE J1735+61.6|EUVE J1735+61.6|ADS 10660 C|GEN# +1.00160269C|WDS J17350+6153C|** LDS 2736C|PMSC 17340+6157P|PMSC 17340+6157C|WISEA J173534.84+614048.3|PM J17355+6140|TIC 219780306|WEB 14521|Gaia DR2 1439069444391326208|1RXS J173534.3+614050|UCAC4 759-047544|Karmn J17355+616,ok,1.4390694443913262e+18,1.4390694443913262e+18,263.89611450900287,61.67927672424114,69.89209281722201,0.015290988,261.923302059826,-514.4990903096253,9.174616,10.190586,8.174637,2.0159492,1.1368835,,0.999979,,False
Engle_2024,GJ 338A,GJ 338A,,,,16.3,GJ 338A,True,HD  79210,138.59489526034582,52.68660875093138,TIC 251078595|WISE J091421.12+524105.9|AKARI-IRC-V1 J0914208+524106|AP J09142298+5241125|StKM 2-551|GJ 338 A|HIP 45343|Gaia DR3 1022456139210632064|PLX 2198|CNS5 2293|ASCC  253740|2MASS J09142298+5241125|USNO-B1.0 1426-00239069|8pc 161.59A|ADS  7251 A|AG+52  752|BD+53  1320|CCDM J09144+5241A|CSI+53  1320  1|Ci 20  516|G 195-17|GC 12727|GCRV  6031|GEN# +1.00079210A|HD  79210|HIC  45343|IDS 09078+5307 A|JP11  1780|LFT  634|LHS   260|LTT 12425|NLTT 21249|PM 09110+5254|PPM  32059|SAO  27178|SKY# 17822|TYC 3806-1814-1|UBV    8824|YZ  52  3333|YZC 26  3333|Zkh 125|[GKL99] 197|[RHG95]  1451|uvby98 100079210 A|LSPM J0914+5241W|[ZEH2003] RX J0914.4+5241  1|WDS J09144+5241A|** STF 1321A|UCAC4 714-048098|WEB  8637|Gaia DR2 1022456139210632064|PM J09143+5241|Karmn J09143+526,ok,1.022456139210632e+18,1.022456139210632e+18,138.5835616152243,52.68408016691263,157.88793077923938,0.019652834,-1545.7874520604669,-569.052823523412,6.976026,7.8634076,6.046104,1.8173037,1.0839477,,0.9299221,,False
Engle_2024,G 115-72,G 115-72,,,,16.61,G 115-72,True,G 115-72,140.71514377017,46.78350491658,TIC 99744526|Gaia DR3 819441178386727680|LSPM J0922+4647|UCAC2  47532755|2MASS J09225166+4647008|USNO-B1.0 1367-00205247|BPS BS 16926-0096|G 115-72|NLTT 21578|TYC 3425-359-1|1RXS J092253.0+464712|HAT 138-00340|UCAC4 684-049862|PM J09228+4647|Gaia DR2 819441178386727680,ok,8.194411783867277e+17,8.194411783867277e+17,140.7137797308093,46.78300339680779,29.43124920672492,0.018175945,-210.15664849987644,-112.8430627425344,10.869004,11.860968,9.88215,1.9788179,1.086934,,0.98685455,,False
Engle_2024,GJ 338B,GJ 338B,,,,16.61,GJ 338B,True,HD  79211,138.60284519441623,52.68636179775277,TIC 251078597|AKARI-IRC-V1 J0914230+524106|AP J09142485+5241118|StKM 2-552|GJ 338 B|Gaia DR3 1022456104850892928|CNS5 2295|ASCC  253742|2MASS J09142485+5241118|LSPM J0914+5241E|USNO-B1.0 1426-00239093|8pc 159.48B|ADS  7251 B|AG+52  753|AGKR  8302|BD+53  1321|CCDM J09144+5241B|G 195-18|GC 12728|GCRV  6030|GEN# +1.00079211|HD  79211|HIC 120005|HIP 120005|IDS 09078+5307 B|JP11  1781|LAL 18115|LFT  635|LHS   261|LTT 12426|NLTT 21251|PPM  32060|RBS   755|SAO  27179|SKY# 17825|TYC 3806-1819-1|UBV    8825|YZ  52  3335|YZC 26  3335|Zkh 126|[GKL99] 198|[RHG95]  1452|uvby98 100079211|1RXS J091424.4+524118|RX J0914.4+5241|[ZEH2003] RX J0914.4+5241  2|WDS J09144+5241B|** STF 1321B|UCAC4 714-048102|Gaia DR1 1022456100555749632|WEB  8638|Gaia DR2 1022456104850892928|PM J09144+5241|Karmn J09144+526,ok,1.0224561048508928e+18,1.0224561048508928e+18,138.5913117966687,52.68342944184038,157.8824911260602,0.021135049,-1573.0402244550992,-659.9060008123529,7.054455,7.9594064,6.1129565,1.8464499,1.118406,,0.9414983,,False
Engle_2024,GJ 694.2,GJ 694.2,,,,17.3,GJ 694.2,True,BD+46  2361,266.38968846822,46.8553671738,TIC 193607307|MCC 173|StKM 2-1344|GJ 694.2|GJ 9603|HIP 86916|Gaia DR3 1362592672604119168|CNS5 4392|PLX 4062|BD+46  2361|GCRV 10282|GSC 03510-00654|HIC  86916|TYC 3510-654-1|USNO 649|[RHG95]  2822|2MASS J17453354+4651194|PLX 4062.00|UCAC4 685-059647|Gaia DR1 1362592668307182592|WEB 14662|Gaia DR2 1362592668307182592|** JOD   13A|WDS J17456+4651A,ok,1.362592672604119e+18,1.362592672604119e+18,266.3895674912594,46.85550915692615,46.53442390051404,0.035617147,-18.61400249005781,31.94608501061304,9.962462,10.948614,8.9459095,2.0027046,2.1763456,,1.0165529,,True
Engle_2024,EPIC 202059231,EPIC 202059231,,,,17.43,EPIC 202059231,True,PM J06489+2108,102.23008828342,21.13437939067,TIC 57284670|Gaia DR3 3378334482336389760|2MASS J06485522+2108039|UCAC4 556-034287|PM J06489+2108|1RXS J064855.9+210754|EPIC 202059231|Gaia DR2 3378334482336389760|Karmn J06489+211,ok,3.3783344823363896e+18,3.3783344823363896e+18,102.22990768348006,21.134105180937947,28.59480519968024,0.022303382,-37.90176976899959,-61.69721158224456,11.978293,13.253731,10.859831,2.3939,1.2986465,0.0002,1.1184626,2.3937,True
Engle_2024,GJ 3822,GJ 3822,,,,18.3,GJ 3822,True,MCC 150,210.58176981426,13.68963564992,TIC 72599316|1RXS J140219.5+134116|StKM 2-1007|GALEX J140219.8+134121|GJ 3822|HIP 68570|Gaia DR3 1229977414080680192|LSPM J1402+1341|ASCC  956643|UCAC2  36653513|USNO-B1.0 1036-00218049|AC +14  1105-9|CSI+13-13598|GCRV 64542|GSC 00907-00445|CNS5 3472|HIC  68570|MCC 150|TYC  907-445-1|[RHG95]  2220|2MASS J14021961+1341229|WISEA J140219.69+134121.2|UCAC4 519-055306|PM J14023+1341|Gaia DR1 1229977409785837952|WEB 12008|Gaia DR2 1229977414080680192,ok,1.2299774140806802e+18,1.2299774140806802e+18,210.5822228115632,13.689010662602763,49.1192503121688,0.019590724,99.02891920125164,-140.62223997395353,9.840229,10.858652,8.839605,2.0190468,1.1817048,,1.0006237,,False
Engle_2024,GJ 49,GJ 49,,,,19.45,GJ 49,True,BD+61   195,15.661950261244172,62.34504868261972,TIC 256419669|GJ 49|HIP 4872|Gaia DR3 522863309964987520|CNS5 289|2MASS J01023895+6220422|PLX  204|LSPM J0102+6220|ASCC  105461|BD+61   195|BSD   8-1525|Ci 20   68|G 244-7|G 243-52|GCRV   585|HIC   4872|IRAS 00594+6204|IRCO  2654|JP11   226|LFT   94|LHS  1179|LTT 10363|MCC 2|NLTT  3392|TYC 4021-1115-1|UBV     959|UBV M   4482|VVO 303|Wolf   46|Zkh  20|[GS83]  67|[RHG95]   199|USNO-B1.0 1523-00040382|** WNO   51A|WDS J01026+6221A|PM J01026+6220|WISEA J010239.92+622043.1|GEN# +0.06100195A|UCAC4 762-010009|Gaia DR1 522863305661202688|WEB   944|Gaia DR2 522863309964987520|Karmn J01026+623,ok,5.228633099649875e+17,5.228633099649875e+17,15.668950820681058,62.345451222893885,101.42379529598418,0.016878147,731.0879947758527,90.53173556175588,8.671337,9.792029,7.6165996,2.1754298,1.0359348,,1.0547376,,False
